user_id,qid,sequence_id,log_id,correct
2249,2002,1,5390059,0
2249,2003,1,5390059,1
2249,2004,1,5390092,1
2249,2005,2,5390121,1
2281,2001,1,5390409,1
2281,2002,1,5390409,1
2281,2003,1,5390409,0
2281,2004,1,5390418,0
2281,2005,2,5390655,0.3
2206,2001,1,5390373,1
2206,2002,1,5390373,1
2206,2003,1,5390373,0
2206,2004,1,5390448,0
2206,2005,2,5390744,0.7000000000000001
1589,2001,1,5390231,1
1589,2002,1,5390375,1
1589,2003,1,5390231,0
1589,2004,1,5390288,0
1589,2005,2,5390584,0.3
2353,2001,1,5391990,1
2353,2002,1,5391990,0
2353,2003,1,5391990,1
2353,2004,1,5392011,1
2353,2005,2,5392338,0.3
1488,2001,1,5391736,1
1488,2002,1,5391736,1
1488,2003,1,5391736,0
1488,2004,1,5391789,0
1488,2005,2,5391889,0.7000000000000001
2053,2001,1,5391886,1
2053,2002,1,5392317,0
2053,2003,1,5391886,0
2053,2004,1,5392393,0
2053,2005,2,5392071,0.3
2184,2001,1,5391782,1
2184,2002,1,5391782,0
2184,2003,1,5391782,0
2184,2004,1,5391825,1
2184,2005,2,5391945,0.3
899,2001,1,5392142,1
899,2002,1,5392142,0
899,2003,1,5392142,1
899,2004,1,5392211,1
899,2005,2,5392480,0.3
1901,2001,1,5392654,1
1901,2002,1,5392654,1
1901,2003,1,5392654,1
1901,2004,1,5392669,1
1901,2005,2,5392709,1
1575,2001,1,5393956,1
1575,2002,1,5393956,1
1575,2003,1,5393956,1
1575,2004,1,5393974,1
1575,2005,2,5393995,1
1225,2001,1,5395819,1
1225,2002,1,5395819,0
1225,2003,1,5395819,1
1225,2004,1,5395925,1
1225,2005,2,5396074,0.7000000000000001
1783,2001,1,5395930,1
1783,2002,1,5395930,0
1783,2003,1,5396010,1
1783,2004,1,5396244,1
1783,2005,2,5396104,1
1512,2001,1,5395850,1
1512,2002,1,5395850,1
1512,2003,1,5395850,1
1512,2004,1,5395928,1
1512,2005,2,5395995,0.7000000000000001
2330,2001,1,5396973,1
2330,2002,1,5396973,1
2330,2003,1,5396973,1
2330,2004,1,5397306,0
2330,2005,2,5397423,0.3
1995,2001,1,5397134,1
1995,2002,1,5397134,1
1995,2003,1,5397134,1
1995,2004,1,5397281,0
1995,2005,2,5397547,0
1789,2001,1,5397397,0
1789,2002,1,5397397,0
1789,2003,1,5397397,1
1789,2004,1,5397443,0
1789,2005,2,5397771,1
2086,2001,1,5397825,0
2086,2002,1,5397825,0
2086,2003,1,5397825,1
2086,2004,1,5397859,1
2086,2005,2,5397992,1
2485,2001,1,5397473,0
2485,2002,1,5397473,1
2485,2003,1,5397473,1
2485,2004,1,5397548,1
2485,2005,2,5397666,1
2375,2001,1,5397533,1
2375,2002,1,5397533,1
2375,2003,1,5397533,1
2375,2004,1,5397552,1
2375,2005,2,5397621,0.3
2477,2001,1,5397534,0
2477,2002,1,5397534,0
2477,2003,1,5397534,1
2477,2004,1,5397559,0
2477,2005,2,5397678,0.7000000000000001
2300,2001,1,5397977,1
2300,2002,1,5397977,1
2300,2003,1,5397977,0
2300,2004,1,5398086,0
2300,2005,2,5398166,0
1284,2001,1,5398283,0
1284,2002,1,5398283,1
1284,2003,1,5398283,0
1284,2004,1,5398310,0
1284,2005,2,5398355,0.3
1542,2001,1,5398585,1
1542,2002,1,5398585,0
1542,2003,1,5398585,0
1542,2004,1,5398659,1
1542,2005,2,5398729,1
1581,2001,1,5399091,1
1581,2002,1,5398934,1
1581,2003,1,5398934,0
1581,2004,1,5398993,1
1581,2005,2,5399073,0.7000000000000001
1909,2001,1,5398823,1
1909,2002,1,5398823,0
1909,2003,1,5398823,1
1909,2004,1,5398844,1
1909,2005,2,5398907,1
1461,2001,1,5398927,0
1461,2002,1,5398927,0
1461,2003,1,5398927,1
1461,2004,1,5398941,1
1461,2005,2,5399032,1
1536,2001,1,5398781,1
1536,2002,1,5398781,0
1536,2003,1,5398781,1
1536,2004,1,5398813,1
1536,2005,2,5398883,1
2589,2001,1,5398942,1
2589,2002,1,5398942,0
2589,2003,1,5398942,0
2589,2004,1,5398950,1
2589,2005,2,5399059,1
2381,2001,1,5398886,1
2381,2002,1,5399106,0
2381,2003,1,5398897,1
2381,2004,1,5398967,1
2381,2005,2,5399043,1
2904,2001,1,5398962,0
2904,2002,1,5398932,0
2904,2003,1,5398932,0
2904,2004,1,5398990,0
2904,2005,2,5399054,0.7000000000000001
1555,2001,1,5398872,1
1555,2002,1,5398872,1
1555,2003,1,5398872,1
1555,2004,1,5398904,1
1555,2005,2,5399053,1
2090,2001,1,5398903,1
2090,2002,1,5398903,0
2090,2003,1,5398903,0
2090,2004,1,5398936,0
2090,2005,2,5399210,1
2167,2001,1,5399083,1
2167,2002,1,5399083,0
2167,2003,1,5399083,1
2167,2004,1,5399128,1
2167,2005,2,5399186,1
1695,2001,1,5399050,1
1695,2002,1,5399050,0
1695,2003,1,5399050,1
1695,2004,1,5399090,1
1695,2005,2,5399187,1
1638,2001,1,5399200,1
1638,2002,1,5399200,1
1638,2003,1,5399200,1
1638,2004,1,5399279,1
1638,2005,2,5399359,0.7000000000000001
1807,2001,1,5399310,1
1807,2002,1,5399310,0
1807,2003,1,5399310,1
1807,2004,1,5399347,1
1807,2005,2,5399466,0.7000000000000001
2458,2001,1,5399353,1
2458,2002,1,5399353,1
2458,2003,1,5399353,0
2458,2004,1,5399407,0
2458,2005,2,5399432,1
2037,2001,1,5408028,1
2037,2002,1,5408028,0
2037,2003,1,5408028,0
2037,2004,1,5408069,1
2037,2005,2,5408247,0.7000000000000001
1787,2001,1,5407986,0
1787,2002,1,5407986,0
1787,2003,1,5407896,0
1787,2004,1,5407925,0
1787,2005,2,5407952,0.7000000000000001
1471,2001,1,5407996,1
1471,2002,1,5407996,1
1471,2003,1,5407996,1
1471,2004,1,5408042,1
1471,2005,2,5408183,0.3
2774,2001,1,5408104,0
2774,2002,1,5408104,0
2774,2003,1,5408169,0
2774,2004,1,5408120,0
2774,2005,2,5408164,0.3
2385,2001,1,5408216,0
2385,2002,1,5408216,0
2385,2003,1,5408216,0
2385,2004,1,5408258,0
2385,2005,2,5408363,1
1396,2001,1,5408866,0
1396,2002,1,5408866,1
1396,2003,1,5408701,1
1396,2004,1,5408732,1
1396,2005,2,5408769,1
2904,2001,1,5411147,0
2904,2002,1,5411147,0
2904,2003,1,5411147,1
2904,2004,1,5411291,1
2904,2005,2,5411352,0.7000000000000001
2017,2001,1,5411755,1
2017,2002,1,5411755,0
2017,2003,1,5411755,1
2017,2004,1,5411796,0
2017,2005,2,5411839,0
3020,2001,1,5411896,1
3020,2002,1,5411896,0
3020,2003,1,5411896,0
3020,2004,1,5411923,0
3020,2005,2,5411967,0.7000000000000001
1897,2001,1,5411888,0
1897,2002,1,5411888,0
1897,2003,1,5411888,0
1897,2004,1,5411896,1
1897,2005,2,5411904,0.7000000000000001
2037,2001,1,5412054,1
2037,2002,1,5412054,1
2037,2003,1,5412054,1
2037,2004,1,5412095,0
2037,2005,2,5412184,1
1933,2001,1,5412247,1
1933,2002,1,5412247,1
1933,2003,1,5412247,0
1933,2004,1,5412307,1
1933,2005,2,5412392,0.3
2424,2001,1,5412838,1
2424,2002,1,5412838,0
2424,2003,1,5412838,1
2424,2004,1,5412875,1
2424,2005,2,5413006,0.7000000000000001
1372,2001,1,5413133,1
1372,2002,1,5413133,1
1372,2003,1,5413133,0
1372,2004,1,5413163,1
1372,2005,2,5413178,0.3
1830,2001,1,5413372,1
1830,2002,1,5413372,0
1830,2003,1,5413372,1
1830,2004,1,5413409,1
1830,2005,2,5413492,1
2145,2001,1,5413141,0
2145,2002,1,5413141,0
2145,2003,1,5413141,0
2145,2004,1,5413144,1
2145,2005,2,5413150,0.7000000000000001
2206,2001,1,5413457,1
2206,2002,1,5413457,0
2206,2003,1,5413457,1
2206,2004,1,5413492,0
2206,2005,2,5413673,0.3
1640,2001,1,5413313,0
1640,2002,1,5413313,1
1640,2003,1,5413313,0
1640,2004,1,5413356,0
1640,2005,2,5413421,0.7000000000000001
1795,2001,1,5413389,1
1795,2002,1,5413389,1
1795,2003,1,5413389,1
1795,2004,1,5413409,0
1795,2005,2,5413503,0.3
1927,2001,1,5413407,1
1927,2002,1,5413407,1
1927,2003,1,5413407,1
1927,2004,1,5413427,1
1927,2005,2,5413472,1
2200,2001,1,5413520,0
2200,2002,1,5413520,0
2200,2003,1,5413520,1
2200,2004,1,5413607,1
2200,2005,2,5413697,1
2556,2001,1,5413606,1
2556,2002,1,5413694,1
2556,2003,1,5413606,0
2556,2004,1,5413643,1
2556,2005,2,5413672,0.7000000000000001
1944,2001,1,5413452,0
1944,2002,1,5413452,0
1944,2003,1,5413452,0
1944,2004,1,5413481,0
1944,2005,2,5413610,0.7000000000000001
2690,2001,1,5413545,0
2690,2002,1,5413545,1
2690,2003,1,5413545,0
2690,2004,1,5413650,0
2690,2005,2,5413892,1
1787,2001,1,5413567,1
1787,2002,1,5413567,1
1787,2003,1,5413567,1
1787,2004,1,5413583,1
1787,2005,2,5413625,1
1205,2001,1,5413495,1
1205,2002,1,5413495,0
1205,2003,1,5413495,1
1205,2004,1,5413527,1
1205,2005,2,5413610,0.7000000000000001
2084,2001,1,5413602,1
2084,2002,1,5414046,0
2084,2003,1,5414046,0
2084,2004,1,5413658,1
2084,2005,2,5413859,0.7000000000000001
1355,2001,1,5413611,0
1355,2002,1,5413611,1
1355,2003,1,5413611,0
1355,2004,1,5413633,0
1355,2005,2,5413642,0.3
2385,2001,1,5413782,1
2385,2002,1,5413782,1
2385,2003,1,5413782,1
2385,2004,1,5413801,1
2385,2005,2,5413860,0
1587,2001,1,5415010,1
1587,2002,1,5415010,1
1587,2003,1,5415010,1
1587,2004,1,5415034,1
1587,2005,2,5415128,0.7000000000000001
1777,2001,1,5416238,0
1777,2002,1,5416238,0
1777,2003,1,5416238,0
1777,2004,1,5416307,0
1777,2005,2,5416458,0.3
2650,2001,1,5416195,1
2650,2002,1,5416195,0
2650,2003,1,5416195,1
2650,2004,1,5416416,1
2650,2005,2,5416428,0.7000000000000001
2027,2001,1,5416112,1
2027,2002,1,5416112,1
2027,2003,1,5416112,0
2027,2004,1,5416170,0
2027,2005,2,5416194,0.3
1284,2001,1,5416039,1
1284,2002,1,5416039,0
1284,2003,1,5416039,0
1284,2004,1,5416062,1
1284,2005,2,5416105,0.7000000000000001
1846,2001,1,5416274,1
1846,2002,1,5416274,1
1846,2003,1,5416274,1
1846,2004,1,5416297,1
1846,2005,2,5416344,1
1744,2001,1,5416475,0
1744,2002,1,5416475,0
1744,2003,1,5416475,0
1744,2004,1,5416509,0
1744,2005,2,5416584,0
1891,2001,1,5416618,0
1891,2002,1,5416618,0
1891,2003,1,5416618,0
1891,2004,1,5416646,0
1891,2005,2,5416789,1
1864,2001,1,5416966,1
1864,2002,1,5416966,1
1864,2003,1,5416966,0
1864,2004,1,5417313,0
1864,2005,2,5417369,0.7000000000000001
2216,2001,1,5417214,1
2216,2002,1,5417214,0
2216,2003,1,5417214,1
2216,2004,1,5417295,1
2216,2005,2,5417633,1
1803,2001,1,5418046,1
1803,2002,1,5418046,0
1803,2003,1,5418046,1
1803,2004,1,5418092,0
1803,2005,2,5418221,0.7000000000000001
2271,2001,1,5418199,0
2271,2002,1,5418199,0
2271,2003,1,5418199,1
2271,2004,1,5418324,1
2271,2005,2,5418360,1
1848,2001,1,5418206,1
1848,2002,1,5418239,0
1848,2003,1,5418206,1
1848,2004,1,5418331,1
1848,2005,2,5418363,0.7000000000000001
1131,2001,1,5418291,0
1131,2002,1,5418291,0
1131,2003,1,5418291,0
1131,2004,1,5418335,1
1131,2005,2,5418390,0.7000000000000001
2064,2001,1,5418240,0
2064,2002,1,5418240,0
2064,2003,1,5418240,1
2064,2004,1,5418329,1
2064,2005,2,5417983,1
2493,2001,1,5418378,1
2493,2002,1,5418378,0
2493,2003,1,5418378,1
2493,2004,1,5418436,0
2493,2005,2,5418622,1
1326,2001,1,5418208,0
1326,2002,1,5418053,1
1326,2003,1,5418053,0
1326,2004,1,5418097,0
1326,2005,2,5418176,1
1895,2001,1,5418206,1
1895,2002,1,5418206,1
1895,2003,1,5418206,0
1895,2004,1,5418255,1
1895,2005,2,5418344,0.3
1712,2001,1,5418197,1
1712,2002,1,5418197,1
1712,2003,1,5418490,0
1712,2004,1,5418231,1
1712,2005,2,5418370,0.7000000000000001
1147,2001,1,5418207,1
1147,2002,1,5418207,1
1147,2003,1,5418207,1
1147,2004,1,5418236,0
1147,2005,2,5418361,1
1563,2001,1,5418478,0
1563,2002,1,5418478,1
1563,2003,1,5418478,0
1563,2004,1,5418545,0
1563,2005,2,5418694,0.7000000000000001
1520,2001,1,5418830,1
1520,2002,1,5418830,1
1520,2003,1,5418830,1
1520,2004,1,5418867,1
1520,2005,2,5418942,0.7000000000000001
2031,2001,1,5419095,1
2031,2002,1,5419095,1
2031,2003,1,5419352,1
2031,2004,1,5418798,0
2031,2005,2,5419305,1
1447,2001,1,5419194,1
1447,2002,1,5419194,1
1447,2003,1,5419194,1
1447,2004,1,5419200,1
1447,2005,2,5419229,1
1924,2001,1,5419296,1
1924,2002,1,5419296,0
1924,2003,1,5419296,0
1924,2004,1,5419311,0
1924,2005,2,5419391,0.7000000000000001
2076,2001,1,5419488,1
2076,2002,1,5419488,0
2076,2003,1,5419488,0
2076,2004,1,5419517,0
2076,2005,2,5419554,0
1740,2001,1,5419868,0
1740,2002,1,5419868,1
1740,2003,1,5419868,1
1740,2004,1,5419895,1
1740,2005,2,5419995,1
1496,2001,1,5419647,1
1496,2002,1,5419647,0
1496,2003,1,5419647,1
1496,2004,1,5419677,1
1496,2005,2,5419850,0.7000000000000001
2119,2001,1,5419696,1
2119,2002,1,5419696,1
2119,2003,1,5419696,0
2119,2004,1,5419720,1
2119,2005,2,5419865,0.7000000000000001
1381,2001,1,5419723,0
1381,2002,1,5419723,1
1381,2003,1,5419723,1
1381,2004,1,5419753,0
1381,2005,2,5419832,1
1714,2001,1,5420237,1
1714,2002,1,5420237,0
1714,2003,1,5420237,1
1714,2004,1,5420270,1
1714,2005,2,5420381,1
2408,2001,1,5420076,1
2408,2002,1,5420076,1
2408,2003,1,5420076,0
2408,2004,1,5420112,1
2408,2005,2,5420327,0.7000000000000001
1610,2001,1,5420012,1
1610,2002,1,5420149,0
1610,2003,1,5420149,1
1610,2004,1,5420198,1
1610,2005,2,5420287,1
1394,2001,1,5420477,1
1394,2002,1,5420477,0
1394,2003,1,5420477,1
1394,2004,1,5420529,1
1394,2005,2,5420705,1
2636,2001,1,5421173,1
2636,2002,1,5421173,0
2636,2003,1,5421173,1
2636,2004,1,5421258,0
2636,2005,2,5421412,1
2226,2001,1,5479553,1
2226,2002,1,5479553,0
2226,2003,1,5479553,0
2226,2004,1,5479597,1
2226,2005,2,5479654,1
1903,2001,1,5481006,1
1903,2002,1,5481006,1
1903,2003,1,5481006,1
1903,2004,1,5481027,0
1903,2005,2,5481053,0
1711,2001,1,5481605,1
1711,2002,1,5481605,1
1711,2003,1,5481605,1
1711,2004,1,5481651,1
1711,2005,2,5481744,1
2204,2001,1,5481621,1
2204,2002,1,5481621,1
2204,2003,1,5481621,1
2204,2004,1,5481661,1
2204,2005,2,5481748,1
1634,2001,1,5481435,1
1634,2002,1,5481435,0
1634,2003,1,5481435,0
1634,2004,1,5481455,1
1634,2005,2,5481510,1
2389,2001,1,5481662,1
2389,2002,1,5481949,1
2389,2003,1,5481662,1
2389,2004,1,5481680,1
2389,2005,2,5481773,1
1194,2001,1,5481730,1
1194,2002,1,5481730,1
1194,2003,1,5481730,1
1194,2004,1,5481777,1
1194,2005,2,5481926,0.7000000000000001
2184,2001,1,5481951,1
2184,2002,1,5481951,1
2184,2003,1,5481951,1
2184,2004,1,5481979,0
2184,2005,2,5482165,0.3
1960,2001,1,5481990,0
1960,2002,1,5481990,0
1960,2003,1,5481990,1
1960,2004,1,5482016,0
1960,2005,2,5482050,1
2037,2001,1,5482244,1
2037,2002,1,5482244,0
2037,2003,1,5482244,1
2037,2004,1,5482269,1
2037,2005,2,5482311,1
2145,2001,1,5482874,0
2145,2002,1,5482874,1
2145,2003,1,5482874,1
2145,2004,1,5482898,0
2145,2005,2,5482904,0.3
2442,2001,1,5483104,1
2442,2002,1,5483104,1
2442,2003,1,5483104,1
2442,2004,1,5483176,1
2442,2005,2,5483448,0.3
1779,2001,1,5483107,1
1779,2002,1,5483107,1
1779,2003,1,5483107,1
1779,2004,1,5483166,1
1779,2005,2,5483379,0.3
1433,2001,1,5483119,1
1433,2002,1,5483119,0
1433,2003,1,5483119,1
1433,2004,1,5483182,1
1433,2005,2,5483285,1
2173,2001,1,5484001,1
2173,2002,1,5484001,1
2173,2003,1,5484001,1
2173,2004,1,5484033,1
2173,2005,2,5484088,1
1813,2001,1,5484454,1
1813,2002,1,5484454,1
1813,2003,1,5484454,0
1813,2004,1,5484519,0
1813,2005,2,5484533,0.3
2597,2001,1,5484806,1
2597,2002,1,5484806,1
2597,2003,1,5484806,1
2597,2004,1,5485006,1
2597,2005,2,5485042,1
1604,2001,1,5484819,0
1604,2002,1,5484772,0
1604,2003,1,5484772,0
1604,2004,1,5484812,0
1604,2005,2,5484978,0
1492,2001,1,5484612,1
1492,2002,1,5484612,0
1492,2003,1,5484612,0
1492,2004,1,5484665,0
1492,2005,2,5484805,0.3
1964,2001,1,5484645,1
1964,2002,1,5484645,0
1964,2003,1,5484645,1
1964,2004,1,5484693,1
1964,2005,2,5484869,0.3
1168,2001,1,5484757,1
1168,2002,1,5484757,1
1168,2003,1,5484757,1
1168,2004,1,5484804,1
1168,2005,2,5484837,0
2080,2001,1,5485195,1
2080,2002,1,5485195,0
2080,2003,1,5485195,1
2080,2004,1,5485272,0
2080,2005,2,5485599,1
2357,2001,1,5485229,1
2357,2002,1,5485229,0
2357,2003,1,5485229,1
2357,2004,1,5485272,1
2357,2005,2,5485913,0.7000000000000001
2585,2001,1,5485545,1
2585,2002,1,5485545,0
2585,2003,1,5485545,1
2585,2004,1,5485727,1
2585,2005,2,5485833,1
2084,2001,1,5485691,1
2084,2002,1,5485691,0
2084,2003,1,5485691,0
2084,2004,1,5485725,0
2084,2005,2,5485851,1
1573,2001,1,5485958,1
1573,2002,1,5485958,0
1573,2003,1,5485958,0
1573,2004,1,5485984,0
1573,2005,2,5486157,1
1683,2001,1,5486161,0
1683,2002,1,5486161,0
1683,2003,1,5486161,1
1683,2004,1,5486211,1
1683,2005,2,5486346,1
1561,2001,1,5487821,1
1561,2002,1,5487821,0
1561,2003,1,5487821,0
1561,2004,1,5487897,1
1561,2005,2,5488102,0.7000000000000001
2072,2001,1,5488279,1
2072,2002,1,5488279,0
2072,2003,1,5488279,1
2072,2004,1,5488369,0
2072,2005,2,5488439,1
2304,2001,1,5489119,1
2304,2002,1,5489119,1
2304,2003,1,5488793,1
2304,2004,1,5488827,1
2304,2005,2,5488856,1
1996,2001,1,5490157,1
1996,2002,1,5490157,0
1996,2003,1,5490157,1
1996,2004,1,5490223,1
1996,2005,2,5490347,0.7000000000000001
1895,2001,1,5490703,1
1895,2002,1,5490703,1
1895,2003,1,5490703,1
1895,2004,1,5490747,1
1895,2005,2,5490970,1
1408,2001,1,5490813,0
1408,2002,1,5490813,0
1408,2003,1,5490813,1
1408,2004,1,5490907,1
1408,2005,2,5490991,1
1832,2001,1,5491658,1
1832,2002,1,5491658,0
1832,2003,1,5491658,1
1832,2004,1,5491703,0
1832,2005,2,5491839,1
2261,2001,1,5491658,1
2261,2002,1,5491658,0
2261,2003,1,5491658,1
2261,2004,1,5491703,1
2261,2005,2,5491804,0.7000000000000001
1229,2001,1,5492136,1
1229,2002,1,5492136,0
1229,2003,1,5492136,1
1229,2004,1,5492220,1
1229,2005,2,5492296,1
2200,2001,1,5491951,0
2200,2002,1,5491951,0
2200,2003,1,5491951,0
2200,2004,1,5491985,0
2200,2005,2,5492053,0.3
1880,2001,1,5492733,1
1880,2002,1,5492733,1
1880,2003,1,5492733,1
1880,2004,1,5492816,1
1880,2005,2,5492971,1
2629,2001,1,5493351,1
2629,2002,1,5492861,0
2629,2003,1,5492861,1
2629,2004,1,5492921,0
2629,2005,2,5493232,1
2231,2001,1,5492815,1
2231,2002,1,5492815,1
2231,2003,1,5492815,0
2231,2004,1,5492884,1
2231,2005,2,5492939,1
2381,2001,1,5493308,0
2381,2002,1,5493308,0
2381,2003,1,5493308,1
2381,2004,1,5493362,1
2381,2005,2,5493415,1
2279,2001,1,5689503,1
2279,2002,1,5689503,1
2279,2003,1,5689503,1
2279,2004,1,5689577,1
2279,2005,2,5689625,1
1412,2001,1,5689346,1
1412,2002,1,5689346,1
1412,2003,1,5689346,1
1412,2004,1,5689479,1
1412,2005,2,5689677,0.7000000000000001
2770,2001,1,5700357,1
2770,2002,1,5700357,0
2770,2003,1,5700357,1
2770,2004,1,5700385,1
2770,2005,2,5700442,1
1660,2001,1,5753560,1
1660,2002,1,5753560,1
1660,2003,1,5753560,1
1660,2004,1,5753643,0
1660,2005,2,5753819,1
2043,2001,1,5764294,1
2043,2002,1,5764294,0
2043,2003,1,5764294,0
2043,2004,1,5764316,0
2043,2005,2,5764374,0.7000000000000001
1797,2001,1,5766243,1
1797,2002,1,5766243,0
1797,2003,1,5766243,0
1797,2004,1,5766400,1
1620,2001,1,5786413,1
1620,2002,1,5786413,0
1620,2003,1,5786413,1
1620,2004,1,5786441,1
1620,2005,2,5786518,0
2111,2001,1,5792822,1
2111,2002,1,5792822,0
2111,2003,1,5792822,1
2111,2004,1,5792898,1
2111,2005,2,5793081,1
2444,2001,1,5838414,0
2444,2002,1,5838414,1
2444,2003,1,5838414,1
2444,2004,1,5838477,0
2444,2005,2,5838786,1
1520,2001,1,5868246,1
1520,2002,1,5868246,0
1520,2003,1,5868246,1
1520,2004,1,5868264,1
1520,2005,2,5868889,0.3
2400,2001,1,5878325,1
2400,2002,1,5878325,1
2400,2003,1,5878359,1
2400,2004,1,5878409,1
2400,2005,2,5878512,1
1940,2001,1,5878477,1
1940,2002,1,5878477,1
1940,2003,1,5878477,0
1940,2004,1,5878504,0
1940,2005,2,5878511,0
2444,2001,1,5907495,1
2444,2002,1,5907495,0
2444,2003,1,5907495,1
2444,2004,1,5907532,0
2444,2005,2,5907581,1
1235,2001,1,7822296,1
1235,2002,1,7822296,0
1235,2003,1,7822296,1
1235,2004,1,7822335,1
1235,2005,2,7822377,1
2167,2001,1,8080528,1
2167,2002,1,8080528,0
2167,2003,1,8080528,1
2167,2004,1,8080570,1
2167,2005,2,8080600,1
2406,3001,1,6026734,1
2406,3002,2,6026782,1
2406,3003,1,6026822,0
2406,3004,2,6026825,0.3
2406,3005,3,6026828,0
1946,3001,1,6026801,1
1946,3002,2,6027051,0.7999999999999999
1946,3003,1,6027137,0
1946,3004,2,6027329,1
1946,3005,3,6027429,1
1719,3001,1,6026893,1
1719,3002,2,6026959,1
1719,3003,1,6027008,0
1719,3004,2,6027034,0.7000000000000001
1719,3005,3,6027081,1
2336,3001,1,6027538,1
2336,3002,2,6027614,1
2336,3003,1,6027625,1
2336,3004,2,6027633,1
2336,3005,3,6027639,1
2766,3001,1,6027583,0
2766,3002,2,6027833,0.7999999999999999
2766,3003,1,6027935,0
2766,3004,2,6028059,0.7000000000000001
2766,3005,3,6028096,0
1626,3001,1,6027723,0
1626,3002,2,6027742,0.3
1626,3003,1,6027813,0
1626,3004,2,6027942,0
1626,3005,3,6028041,0
2662,3001,1,6027843,1
2662,3002,2,6027866,1
2662,3003,1,6028187,1
2662,3004,2,6028174,1
2662,3005,3,6028103,1
2680,3001,1,6027797,0
2680,3002,2,6027941,1
2680,3003,1,6028026,0
2680,3004,2,6028345,0.7000000000000001
2680,3005,3,6028455,1
2104,3001,1,6027984,1
2104,3002,2,6028376,1
2104,3003,1,6028200,1
2104,3004,2,6028286,0.7000000000000001
2104,3005,3,6028255,1
1304,3001,1,6028531,0
1304,3002,2,6028623,0.7999999999999999
1304,3003,1,6028663,0
1304,3004,2,6028716,0.3
1304,3005,3,6028738,1
1960,3001,1,6029027,1
1960,3002,2,6029319,0.5
1960,3003,1,6029651,0
1960,3004,2,6029612,0.7000000000000001
1960,3005,3,6029580,1
2208,3001,1,6029044,1
2208,3002,2,6029155,0.5
2208,3003,1,6029227,0
2208,3004,2,6029477,0.7000000000000001
2208,3005,3,6029330,1
1852,3001,1,6029227,0
1852,3002,2,6029310,1
1852,3003,1,6029374,1
1852,3004,2,6029452,0.7000000000000001
1852,3005,3,6029481,0
1107,3001,1,6029292,0
1107,3002,2,6029608,0.7999999999999999
1107,3003,1,6029507,0
1107,3004,2,6029819,0.3
1107,3005,3,6029686,0
2257,3001,1,6030647,0
2257,3002,2,6030687,0.7999999999999999
2257,3003,1,6030765,0
2257,3004,2,6030801,0.7000000000000001
2257,3005,3,6030861,1
2430,3001,1,6030759,0
2430,3002,2,6030943,0.7999999999999999
2430,3003,1,6030992,0
2430,3004,2,6031078,0.7000000000000001
2430,3005,3,6031101,1
1500,3001,1,6030706,0
1500,3002,2,6030867,0.7999999999999999
1500,3003,1,6030929,0
1500,3004,2,6030993,0.3
1500,3005,3,6031031,1
2271,3001,1,6030959,0
2271,3002,2,6031125,0.3
2271,3003,1,6031221,0
2271,3004,2,6031679,0
2271,3005,3,6031476,1
2426,3001,1,6031528,1
2426,3002,2,6031530,0.3
2426,3003,1,6031533,0
2426,3004,2,6031535,0
2426,3005,3,6031539,0
2375,3001,1,6031785,0
2375,3002,2,6031898,0.5
2375,3003,1,6032013,0
2375,3004,2,6032074,0.7000000000000001
2375,3005,3,6032122,0
2546,3001,1,6031788,1
2546,3002,2,6031826,1
2546,3003,1,6031863,0
2546,3004,2,6031887,0.7000000000000001
2546,3005,3,6031946,1
2312,3001,1,6032340,1
2312,3002,2,6032400,0.7999999999999999
2312,3003,1,6032446,0
2312,3004,2,6032491,1
2312,3005,3,6032535,1
1589,3001,1,6032631,0
1589,3002,2,6032661,0.5
1589,3003,1,6032697,0
1589,3004,2,6032739,0.3
1589,3005,3,6032877,1
1483,3001,1,6032751,1
1483,3002,2,6032809,0.7999999999999999
1483,3003,1,6032953,0
1483,3004,2,6033044,0.7000000000000001
1483,3005,3,6033094,1
2019,3001,1,6032851,0
2019,3002,2,6032952,0.5
2019,3003,1,6033002,0
2019,3004,2,6033020,0.3
2019,3005,3,6033063,0
1927,3001,1,6032871,0
1927,3002,2,6032967,0.7999999999999999
1927,3003,1,6032992,0
1927,3004,2,6033022,0.7000000000000001
1927,3005,3,6033082,0
2068,3001,1,6032859,0
2068,3002,2,6032922,0.7999999999999999
2068,3003,1,6032963,0
2068,3004,2,6033027,0.3
2068,3005,3,6033077,1
1817,3001,1,6174411,1
1817,3002,2,6174446,1
1817,3003,1,6174474,0
1817,3004,2,6174501,1
1817,3005,3,6174533,1
2820,3001,1,6174567,1
2820,3002,2,6174723,0.7999999999999999
2820,3003,1,6174822,1
2820,3004,2,6175016,0.7000000000000001
2820,3005,3,6175083,1
2088,3001,1,6174532,1
2088,3002,2,6174978,0.7999999999999999
2088,3003,1,6174642,0
2088,3004,2,6174818,0.7000000000000001
2088,3005,3,6174892,1
1848,3001,1,6174698,1
1848,3002,2,6174819,0.7999999999999999
1848,3003,1,6174851,1
1848,3004,2,6175133,0.3
1848,3005,3,6174968,1
2153,3001,1,6174809,0
2153,3002,2,6174925,1
2153,3003,1,6174997,0
2153,3004,2,6175167,0.7000000000000001
2153,3005,3,6175223,1
2239,3001,1,6175710,1
2239,3002,2,6175810,0.7999999999999999
2239,3003,1,6175863,0
2239,3004,2,6175924,1
2239,3005,3,6175954,1
2035,3001,1,6176637,0
2035,3002,2,6176694,1
2035,3003,1,6176736,0
